,Average Training Accuracy,Average Training Loss,Average Training Precision,Average Training Sensitivity,Average Training Specificity,Average Training F1,Average Training JS,Average Training Dice Coefficient,Epochs
0,0.8635011291503907,0.7095935931205749,0.7526184265974716,0.7526184265974716,0.9544713777060232,0.5938164145525157,0.43113325662124363,0.593816882742116,1
1,0.8879781799316406,0.6713842744827271,0.8333101972350473,0.8333101972350473,0.9749928803956733,0.6526002041509329,0.4879012522795785,0.6526006751282976,2
2,0.8909717407226563,0.6671508560180665,0.8413084312224582,0.8413084312224582,0.9758342516440579,0.6630590764397645,0.4999081508735095,0.6630595478713511,3
3,0.8953146362304687,0.6642853536605835,0.8553976684427332,0.8553976684427332,0.9776217807186465,0.6775229467158106,0.5156056066238889,0.6775234202963822,4
4,0.8959009704589844,0.6639208621978759,0.848225655064615,0.848225655064615,0.9763208564510443,0.6819491904303824,0.5208032287562657,0.681949665921095,5
5,0.898199951171875,0.66237127161026,0.8626065556281918,0.8626065556281918,0.9788825423798148,0.6888522833939555,0.5287439318078672,0.6888527585335261,6
6,0.899626953125,0.6617342014312744,0.8624745439435468,0.8624745439435468,0.978422601223801,0.6940776201953921,0.534885289348398,0.6940780970285702,7
7,0.9010614013671875,0.6610987157821655,0.8645081387599552,0.8645081387599552,0.9788596110667611,0.7001512462206306,0.5418810468050788,0.7001517230998507,8
8,0.9030595703125,0.6601712727546691,0.8695653022516947,0.8695653022516947,0.9794104827883461,0.7067004996334765,0.5497371534970401,0.7067009774239406,9
9,0.9049599914550781,0.6593861632347107,0.8711871340506258,0.8711871340506258,0.9795110072825239,0.714045476031332,0.5584210023171747,0.7140459558824246,10
10,0.9061218872070312,0.6589311418533326,0.8729360731246902,0.8729360731246902,0.9794972679153936,0.7174136257839051,0.5624661631856142,0.7174141061860111,11
11,0.9067514343261719,0.6587886667251587,0.8700081543539644,0.8700081543539644,0.9787988627240516,0.7206634723612217,0.5661013413753416,0.7206639540688204,12
12,0.9082365112304688,0.6579794964790344,0.8766595833550161,0.8766595833550161,0.9800411094071572,0.7256187854908152,0.5723159658888847,0.7256192668610745,13
13,0.9098423156738281,0.6572390117645264,0.8802416325912766,0.8802416325912766,0.9807083234763765,0.7296241449303899,0.5768362548900237,0.7296246269330071,14
14,0.9118948059082032,0.6566595673561096,0.87870789650635,0.87870789650635,0.9796757334099048,0.7380300294716616,0.5873796313299927,0.7380305123115146,15
15,0.9136992797851563,0.6557870802879333,0.8831711813551124,0.8831711813551124,0.9805749863856076,0.7455535785944217,0.596802048183086,0.7455540627454782,16
16,0.9135748291015625,0.65585537815094,0.8818792710122891,0.8818792710122891,0.9804417818585168,0.7437506127802297,0.5946016336286863,0.7437510966734874,17
17,0.9145075378417968,0.6554820370674134,0.8819418298331428,0.8819418298331428,0.9805162680500292,0.7477076219491398,0.6001508441505234,0.7477081062914722,18
18,0.9156918029785156,0.6551142568588257,0.8829474712840568,0.8829474712840568,0.980115936387617,0.7536243507224808,0.6071521683563689,0.7536248362381195,19
19,0.918198486328125,0.6539763169288635,0.8875404580015877,0.8875404580015877,0.9810487032799753,0.7609062642201911,0.6161952393988275,0.7609067511359199,20
20,0.9199788208007813,0.6531554698944092,0.8919018307414629,0.8919018307414629,0.9817003721535169,0.7642995581310977,0.6207495006138609,0.7643000453264037,21
21,0.922087158203125,0.6522712273597717,0.8976884432792219,0.8976884432792219,0.9821989703914281,0.7744605036975749,0.6345383340665693,0.7744609913916372,22
22,0.9247279663085938,0.6512602987289429,0.8992424900486334,0.8992424900486334,0.9822407889725089,0.7823252669335302,0.6443308984048168,0.7823257560961511,23
23,0.9251986083984375,0.6510852642059326,0.8986974521737348,0.8986974521737348,0.9822366838384063,0.7833573189312226,0.6459852275266724,0.7833578081727557,24
24,0.9254602661132812,0.650906713962555,0.9003951274019961,0.9003951274019961,0.9825917263778281,0.7848054686426278,0.6481198571686672,0.7848059578001065,25
25,0.928091064453125,0.6498459448814392,0.9039030699456351,0.9039030699456351,0.9829744054315437,0.7928567892387909,0.6587876716245277,0.7928572793083772,26
26,0.9299141540527344,0.6490120196342468,0.9081541398198167,0.9081541398198167,0.9837768486450608,0.7980337025931001,0.6656691269114857,0.7980341930904513,27
27,0.9325033264160156,0.6480798501968383,0.9077831003847505,0.9077831003847505,0.9835874371980359,0.8069485884222934,0.6781882980270814,0.8069490804286429,28
28,0.9347238159179687,0.6470894784927368,0.9135097947831605,0.9135097947831605,0.9843248932093202,0.8127188656491781,0.6861013905837564,0.812719358053309,29
