,Average Training Accuracy,Average Training Loss,Average Training Precision,Average Training Sensitivity,Average Training Specificity,Average Training F1,Average Training JS,Average Training Dice Coefficient,Epochs
46,0.9702703857421875,0.6323049349784851,0.959908662783569,0.959908662783569,0.9914572436458984,0.9172038470319532,0.8477966889217093,0.9172043457726956,47
47,0.97080712890625,0.6320397124290467,0.9620119287485143,0.9620119287485143,0.9917781650063547,0.9203584916618895,0.8529246995050059,0.9203589905616112,48
48,0.970909423828125,0.6319906325340271,0.9623742777411427,0.9623742777411427,0.9918252412721535,0.9206778635120725,0.8534801164081646,0.9206783623792707,49
49,0.9711124267578125,0.6319233655929566,0.9614701968068897,0.9614701968068897,0.9917660473069861,0.9207248533748643,0.8537312366090647,0.9207253522651576,50
50,0.971107666015625,0.6319173717498779,0.9614635717595554,0.9614635717595554,0.9917903811025898,0.9201204430759231,0.8527171414068745,0.9201209419585986,51
51,0.9713997802734375,0.6317889227867126,0.9627217777642975,0.9627217777642975,0.9919117880616697,0.9212988484714466,0.8546858839541455,0.9212993473400469,52
52,0.9707376708984375,0.6320712947845459,0.9609734005128576,0.9609734005128576,0.9916738085784748,0.9196392217669752,0.8517034211138629,0.9196397206069563,53
53,0.9711669921875,0.6319124817848205,0.9620303331014058,0.9620303331014058,0.9916833097650753,0.9211119958493347,0.854330555126058,0.9211124947278893,54
54,0.9704656982421875,0.6321948146820069,0.9603869039990541,0.9603869039990541,0.9915839964392865,0.9186720490619045,0.8501598090452246,0.9186725478931366,55
55,0.9713984375,0.6318201355934143,0.9618117947632214,0.9618117947632214,0.9917676408486085,0.9215220691235888,0.8550091679927967,0.9215225680576068,56
56,0.9713082275390625,0.6318521976470948,0.9616908283054603,0.9616908283054603,0.9917249380834953,0.9211376255428915,0.8543402298464347,0.9211381244773476,57
57,0.970786865234375,0.632124376296997,0.958568243306464,0.958568243306464,0.9913771403242835,0.9192022610838069,0.8512346380186241,0.9192027599004898,58
58,0.971082763671875,0.6319239859580994,0.9616273680010009,0.9616273680010009,0.9918190469195411,0.9202643456035438,0.8530478237660991,0.9202648444443179,59
59,0.9707144775390625,0.6321174550056458,0.9605243309660345,0.9605243309660345,0.9915102999827139,0.919349633404764,0.8514433186975747,0.9193501322076537,60
60,0.9709256591796875,0.6320375318527222,0.9601474506751897,0.9601474506751897,0.9914802968662799,0.9204872801535233,0.853149424682986,0.9204877790367204,61
61,0.9705662841796875,0.6321364917755127,0.9606721901057061,0.9606721901057061,0.9916244243002751,0.9193033425732144,0.8511658607735717,0.9193038414676236,62
62,0.9708966064453125,0.6320780162811279,0.9588193676198653,0.9588193676198653,0.99123799932683,0.9201869640866819,0.8526929113447715,0.9201874630740006,63
63,0.971465087890625,0.6317950716018677,0.9615002851653723,0.9615002851653723,0.9916416776832692,0.9218293585537427,0.8555383225686116,0.9218298575071575,64
64,0.9710433349609375,0.6319881820678711,0.9605495699324205,0.9605495699324205,0.99141850388083,0.9207422151424351,0.8536235169571142,0.9207427140644151,65
65,0.9708843994140625,0.6320604763031006,0.9592132666045833,0.9592132666045833,0.9913757479053209,0.9199022209619702,0.8521779524281028,0.9199027199223383,66
66,0.9707635498046875,0.6320889472961426,0.9599086643581038,0.9599086643581038,0.9914023780587083,0.919219744357636,0.8511017754057455,0.9192202431935068,67
67,0.97077294921875,0.632109148979187,0.9595574007384393,0.9595574007384393,0.9913350049789724,0.9192937968223215,0.8512813252631813,0.9192942956701943,68
68,0.97078662109375,0.6321168375015259,0.9593634677177068,0.9593634677177068,0.9912082302484572,0.9202283127768406,0.8526670544702245,0.9202288117641674,69
69,0.9700782470703125,0.6324344787597657,0.9582971562250662,0.9582971562250662,0.9910391656867826,0.9181537971508688,0.8491178770759872,0.9181542960486285,70
70,0.9692308349609375,0.6328227124214172,0.955596955091321,0.955596955091321,0.9906348311013801,0.9154081906973353,0.8445636947157918,0.91540868950605,71
71,0.969576416015625,0.6327030906677246,0.9557017942967847,0.9557017942967847,0.9905721034440716,0.9160700412332518,0.8457397548987607,0.916070540120469,72
72,0.9679415283203125,0.6333597211837768,0.9543899846850057,0.9543899846850057,0.9902336612568692,0.9117064649342445,0.8383156943077346,0.911706963687369,73
73,0.9696083984375,0.6326935868263245,0.9554759884087561,0.9554759884087561,0.9904908251906938,0.9164330688888203,0.8462259296144816,0.9164335678192159,74
74,0.9701116943359375,0.6324507398605347,0.9567399923936659,0.9567399923936659,0.990748823623846,0.9178953150999747,0.8487385071652115,0.9178958140331629,75
75,0.9682777099609375,0.6332424182891846,0.9537357145162557,0.9537357145162557,0.9902036266542346,0.9128762934378017,0.8401607910612272,0.912876792183512,76
